Frame;CaptureTime;LogTime;HMDPosition;HMDRotation;GazeStatus;CombinedGazeForward;CombinedGazePosition;LeftEyeStatus;LeftEyeForward;LeftEyePosition;LeftEyePupilSize;RightEyeStatus;RightEyeForward;RightEyePosition;RightEyePupilSize;FocusDistance;FocusStability
25740028;1000800380078552900;63758938349268;(0.607, 1.299, 0.422);(-0.201, 0.500, 0.025, 0.842);INVALID;;;INVALID;;;;INVALID;;;;;
25740029;1000800380088531200;63758938349284;(0.607, 1.299, 0.422);(-0.201, 0.500, 0.025, 0.842);INVALID;;;INVALID;;;;INVALID;;;;;
25740030;1000800380098538300;63758938349284;(0.607, 1.299, 0.422);(-0.201, 0.500, 0.025, 0.842);INVALID;;;INVALID;;;;INVALID;;;;;
25740031;1000800380108525000;63758938349301;(0.607, 1.299, 0.422);(-0.201, 0.500, 0.025, 0.842);INVALID;;;INVALID;;;;INVALID;;;;;
25740032;1000800380118537500;63758938349318;(0.607, 1.299, 0.422);(-0.201, 0.500, 0.025, 0.842);INVALID;;;INVALID;;;;INVALID;;;;;
25740033;1000800380128534700;63758938349318;(0.607, 1.299, 0.422);(-0.201, 0.500, 0.025, 0.842);INVALID;;;INVALID;;;;INVALID;;;;;
25740034;1000800380138539500;63758938349335;(0.607, 1.299, 0.422);(-0.201, 0.499, 0.025, 0.842);INVALID;;;INVALID;;;;INVALID;;;;;
25740035;1000800380148665700;63758938349335;(0.607, 1.299, 0.422);(-0.201, 0.499, 0.025, 0.842);INVALID;;;INVALID;;;;INVALID;;;;;
25740036;1000800380158650700;63758938349353;(0.607, 1.299, 0.422);(-0.201, 0.499, 0.025, 0.842);INVALID;;;INVALID;;;;INVALID;;;;;
25740037;1000800380168663200;63758938349353;(0.607, 1.299, 0.422);(-0.201, 0.499, 0.025, 0.842);INVALID;;;INVALID;;;;INVALID;;;;;
25740038;1000800380178664500;63758938349369;(0.607, 1.299, 0.422);(-0.201, 0.499, 0.026, 0.843);INVALID;;;INVALID;;;;INVALID;;;;;
25740039;1000800380188709300;63758938349387;(0.607, 1.299, 0.423);(-0.201, 0.499, 0.026, 0.843);INVALID;;;INVALID;;;;INVALID;;;;;
25740040;1000800380198660300;63758938349387;(0.607, 1.299, 0.423);(-0.201, 0.499, 0.026, 0.843);INVALID;;;INVALID;;;;INVALID;;;;;
25740041;1000800380208786000;63758938349403;(0.607, 1.299, 0.423);(-0.201, 0.499, 0.026, 0.843);INVALID;;;INVALID;;;;INVALID;;;;;
25740042;1000800380218834900;63758938349403;(0.607, 1.299, 0.423);(-0.201, 0.499, 0.026, 0.843);INVALID;;;INVALID;;;;INVALID;;;;;
25740043;1000800380228911700;63758938349421;(0.607, 1.299, 0.423);(-0.201, 0.499, 0.026, 0.843);INVALID;;;INVALID;;;;INVALID;;;;;
25740044;1000800380238827900;63758938349438;(0.607, 1.299, 0.422);(-0.201, 0.499, 0.026, 0.843);INVALID;;;INVALID;;;;INVALID;;;;;
25740045;1000800380248794200;63758938349438;(0.607, 1.299, 0.422);(-0.201, 0.499, 0.026, 0.843);INVALID;;;INVALID;;;;INVALID;;;;;
25740046;1000800380258795400;63758938349455;(0.607, 1.299, 0.423);(-0.201, 0.499, 0.026, 0.843);INVALID;;;INVALID;;;;INVALID;;;;;
25740047;1000800380268900100;63758938349455;(0.607, 1.299, 0.423);(-0.201, 0.499, 0.026, 0.843);INVALID;;;INVALID;;;;INVALID;;;;;
25740048;1000800380278924900;63758938349471;(0.607, 1.299, 0.423);(-0.201, 0.499, 0.026, 0.843);INVALID;;;INVALID;;;;INVALID;;;;;
25740049;1000800380288907100;63758938349488;(0.607, 1.299, 0.423);(-0.201, 0.499, 0.026, 0.843);INVALID;;;INVALID;;;;INVALID;;;;;
25740050;1000800380298922700;63758938349488;(0.607, 1.299, 0.423);(-0.201, 0.499, 0.026, 0.843);INVALID;;;INVALID;;;;INVALID;;;;;
25740051;1000800380308902500;63758938349505;(0.607, 1.299, 0.422);(-0.201, 0.499, 0.026, 0.843);INVALID;;;INVALID;;;;INVALID;;;;;
25740052;1000800380318954500;63758938349505;(0.607, 1.299, 0.422);(-0.201, 0.499, 0.026, 0.843);INVALID;;;INVALID;;;;INVALID;;;;;
25740053;1000800380328912700;63758938349521;(0.607, 1.299, 0.422);(-0.202, 0.499, 0.026, 0.842);INVALID;;;INVALID;;;;INVALID;;;;;
25740054;1000800380339043300;63758938349538;(0.607, 1.299, 0.422);(-0.202, 0.499, 0.026, 0.842);INVALID;;;INVALID;;;;INVALID;;;;;
25740055;1000800380349037300;63758938349538;(0.607, 1.299, 0.422);(-0.202, 0.499, 0.026, 0.842);INVALID;;;INVALID;;;;INVALID;;;;;
25740056;1000800380359119300;63758938349555;(0.607, 1.299, 0.422);(-0.202, 0.499, 0.026, 0.842);INVALID;;;INVALID;;;;INVALID;;;;;
25740057;1000800380369023800;63758938349555;(0.607, 1.299, 0.422);(-0.202, 0.499, 0.026, 0.842);INVALID;;;INVALID;;;;INVALID;;;;;
25740058;1000800380379070500;63758938349571;(0.607, 1.299, 0.422);(-0.202, 0.499, 0.026, 0.842);INVALID;;;INVALID;;;;INVALID;;;;;
25740059;1000800380389031700;63758938349588;(0.607, 1.299, 0.422);(-0.203, 0.499, 0.026, 0.842);INVALID;;;INVALID;;;;INVALID;;;;;
25740060;1000800380399161800;63758938349588;(0.607, 1.299, 0.422);(-0.203, 0.499, 0.026, 0.842);INVALID;;;INVALID;;;;INVALID;;;;;
25740061;1000800380409155000;63758938349605;(0.606, 1.299, 0.422);(-0.203, 0.499, 0.026, 0.842);INVALID;;;INVALID;;;;INVALID;;;;;
25740062;1000800380419262000;63758938349605;(0.606, 1.299, 0.422);(-0.203, 0.499, 0.026, 0.842);INVALID;;;INVALID;;;;INVALID;;;;;
25740063;1000800380429166400;63758938349622;(0.606, 1.299, 0.422);(-0.203, 0.499, 0.026, 0.842);INVALID;;;INVALID;;;;INVALID;;;;;
25740064;1000800380439178700;63758938349638;(0.606, 1.299, 0.422);(-0.203, 0.499, 0.026, 0.842);INVALID;;;INVALID;;;;INVALID;;;;;
25740065;1000800380449156200;63758938349638;(0.606, 1.299, 0.422);(-0.203, 0.499, 0.026, 0.842);INVALID;;;INVALID;;;;INVALID;;;;;
25740066;1000800380459272600;63758938349655;(0.606, 1.299, 0.422);(-0.203, 0.499, 0.026, 0.842);INVALID;;;INVALID;;;;INVALID;;;;;
25740067;1000800380469275200;63758938349655;(0.606, 1.299, 0.422);(-0.203, 0.499, 0.026, 0.842);INVALID;;;INVALID;;;;INVALID;;;;;
25740068;1000800380479289000;63758938349671;(0.606, 1.300, 0.422);(-0.203, 0.499, 0.026, 0.842);INVALID;;;INVALID;;;;INVALID;;;;;
25740069;1000800380489366000;63758938349688;(0.606, 1.300, 0.422);(-0.203, 0.499, 0.026, 0.842);INVALID;;;INVALID;;;;INVALID;;;;;
25740070;1000800380499286100;63758938349688;(0.606, 1.300, 0.422);(-0.203, 0.499, 0.026, 0.842);INVALID;;;INVALID;;;;INVALID;;;;;
25740071;1000800380509275200;63758938349705;(0.606, 1.300, 0.422);(-0.203, 0.499, 0.026, 0.842);INVALID;;;INVALID;;;;INVALID;;;;;
25740072;1000800380519284900;63758938349705;(0.606, 1.300, 0.422);(-0.203, 0.499, 0.026, 0.842);INVALID;;;INVALID;;;;INVALID;;;;;
25740073;1000800380529411500;63758938349721;(0.606, 1.300, 0.422);(-0.203, 0.499, 0.026, 0.842);INVALID;;;INVALID;;;;INVALID;;;;;
25740074;1000800380539436400;63758938349738;(0.606, 1.300, 0.422);(-0.203, 0.499, 0.026, 0.842);INVALID;;;INVALID;;;;INVALID;;;;;
25740075;1000800380549500200;63758938349738;(0.606, 1.300, 0.422);(-0.203, 0.499, 0.026, 0.842);INVALID;;;INVALID;;;;INVALID;;;;;
25740076;1000800380559402800;63758938349755;(0.606, 1.300, 0.422);(-0.202, 0.499, 0.026, 0.842);INVALID;;;INVALID;;;;INVALID;;;;;
25740077;1000800380569404300;63758938349755;(0.606, 1.300, 0.422);(-0.202, 0.499, 0.026, 0.842);INVALID;;;INVALID;;;;INVALID;;;;;
25740078;1000800380579414800;63758938349771;(0.606, 1.300, 0.422);(-0.202, 0.499, 0.026, 0.842);INVALID;;;INVALID;;;;INVALID;;;;;
25740079;1000800380589545400;63758938349788;(0.606, 1.299, 0.422);(-0.201, 0.499, 0.026, 0.842);INVALID;;;INVALID;;;;INVALID;;;;;
25740080;1000800380599538400;63758938349788;(0.606, 1.299, 0.422);(-0.201, 0.499, 0.026, 0.842);INVALID;;;INVALID;;;;INVALID;;;;;
25740081;1000800380609624500;63758938349805;(0.606, 1.299, 0.422);(-0.201, 0.499, 0.026, 0.843);INVALID;;;INVALID;;;;INVALID;;;;;
25740082;1000800380619537400;63758938349805;(0.606, 1.299, 0.422);(-0.201, 0.499, 0.026, 0.843);INVALID;;;INVALID;;;;INVALID;;;;;
25740083;1000800380629535000;63758938349822;(0.606, 1.299, 0.422);(-0.200, 0.499, 0.026, 0.843);INVALID;;;INVALID;;;;INVALID;;;;;
25740084;1000800380639597100;63758938349838;(0.606, 1.299, 0.422);(-0.198, 0.498, 0.025, 0.844);INVALID;;;INVALID;;;;INVALID;;;;;
25740085;1000800380649659700;63758938349838;(0.606, 1.299, 0.422);(-0.198, 0.498, 0.025, 0.844);INVALID;;;INVALID;;;;INVALID;;;;;
25740086;1000800380659647300;63758938349855;(0.606, 1.299, 0.422);(-0.197, 0.498, 0.025, 0.844);INVALID;;;INVALID;;;;INVALID;;;;;
25740087;1000800380669657400;63758938349855;(0.606, 1.299, 0.422);(-0.197, 0.498, 0.025, 0.844);INVALID;;;INVALID;;;;INVALID;;;;;
25740089;1000800380689702200;63758938349888;(0.606, 1.299, 0.423);(-0.195, 0.497, 0.024, 0.846);INVALID;;;INVALID;;;;INVALID;;;;;
25740090;1000800380699650400;63758938349888;(0.606, 1.299, 0.423);(-0.195, 0.497, 0.024, 0.846);INVALID;;;INVALID;;;;INVALID;;;;;
25740091;1000800380709666200;63758938349905;(0.606, 1.299, 0.423);(-0.194, 0.496, 0.024, 0.846);INVALID;;;INVALID;;;;INVALID;;;;;
25740092;1000800380719779100;63758938349905;(0.606, 1.299, 0.423);(-0.194, 0.496, 0.024, 0.846);INVALID;;;INVALID;;;;INVALID;;;;;
25740093;1000800380729792400;63758938349922;(0.607, 1.299, 0.424);(-0.193, 0.496, 0.024, 0.846);INVALID;;;INVALID;;;;INVALID;;;;;
25740094;1000800380739894700;63758938349938;(0.607, 1.299, 0.424);(-0.192, 0.496, 0.024, 0.847);INVALID;;;INVALID;;;;INVALID;;;;;
25740095;1000800380749784000;63758938349938;(0.607, 1.299, 0.424);(-0.192, 0.496, 0.024, 0.847);INVALID;;;INVALID;;;;INVALID;;;;;
25740096;1000800380759795700;63758938349955;(0.607, 1.299, 0.424);(-0.191, 0.496, 0.024, 0.847);INVALID;;;INVALID;;;;INVALID;;;;;
25740097;1000800380769787900;63758938349955;(0.607, 1.299, 0.424);(-0.191, 0.496, 0.024, 0.847);INVALID;;;INVALID;;;;INVALID;;;;;
25740098;1000800380779904800;63758938349971;(0.607, 1.299, 0.424);(-0.191, 0.496, 0.024, 0.847);INVALID;;;INVALID;;;;INVALID;;;;;
25740099;1000800380789925000;63758938349988;(0.607, 1.298, 0.424);(-0.190, 0.496, 0.025, 0.847);INVALID;;;INVALID;;;;INVALID;;;;;
25740100;1000800380799899900;63758938349988;(0.607, 1.298, 0.424);(-0.190, 0.496, 0.025, 0.847);INVALID;;;INVALID;;;;INVALID;;;;;
25740101;1000800380809910400;63758938350005;(0.607, 1.299, 0.425);(-0.190, 0.497, 0.025, 0.847);INVALID;;;INVALID;;;;INVALID;;;;;
25740102;1000800380819903100;63758938350005;(0.607, 1.299, 0.425);(-0.190, 0.497, 0.025, 0.847);INVALID;;;INVALID;;;;INVALID;;;;;
25740103;1000800380829913000;63758938350021;(0.607, 1.299, 0.425);(-0.189, 0.497, 0.025, 0.846);INVALID;;;INVALID;;;;INVALID;;;;;
25740104;1000800380840043700;63758938350038;(0.607, 1.299, 0.425);(-0.189, 0.497, 0.026, 0.846);INVALID;;;INVALID;;;;INVALID;;;;;
25740105;1000800380850038200;63758938350038;(0.607, 1.299, 0.425);(-0.189, 0.497, 0.026, 0.846);INVALID;;;INVALID;;;;INVALID;;;;;
25740106;1000800380860033300;63758938350055;(0.607, 1.299, 0.425);(-0.188, 0.498, 0.026, 0.846);INVALID;;;INVALID;;;;INVALID;;;;;
25740107;1000800380870023000;63758938350055;(0.607, 1.299, 0.425);(-0.188, 0.498, 0.026, 0.846);INVALID;;;INVALID;;;;INVALID;;;;;
25740108;1000800380880023300;63758938350072;(0.608, 1.299, 0.425);(-0.188, 0.498, 0.026, 0.846);INVALID;;;INVALID;;;;INVALID;;;;;
25740109;1000800380890094300;63758938350088;(0.608, 1.298, 0.425);(-0.187, 0.498, 0.027, 0.846);INVALID;;;INVALID;;;;INVALID;;;;;
25740110;1000800380900146400;63758938350088;(0.608, 1.298, 0.425);(-0.187, 0.498, 0.027, 0.846);INVALID;;;INVALID;;;;INVALID;;;;;
25740111;1000800380910159100;63758938350105;(0.608, 1.298, 0.426);(-0.187, 0.498, 0.027, 0.847);INVALID;;;INVALID;;;;INVALID;;;;;
25740112;1000800380920155500;63758938350105;(0.608, 1.298, 0.426);(-0.187, 0.498, 0.027, 0.847);INVALID;;;INVALID;;;;INVALID;;;;;
25740113;1000800380930243500;63758938350121;(0.608, 1.298, 0.426);(-0.187, 0.498, 0.027, 0.847);INVALID;;;INVALID;;;;INVALID;;;;;
25740114;1000800380940172900;63758938350139;(0.608, 1.298, 0.426);(-0.187, 0.498, 0.027, 0.847);INVALID;;;INVALID;;;;INVALID;;;;;
25740115;1000800380950161000;63758938350139;(0.608, 1.298, 0.426);(-0.187, 0.498, 0.027, 0.847);INVALID;;;INVALID;;;;INVALID;;;;;
25740116;1000800380960164100;63758938350155;(0.608, 1.298, 0.426);(-0.186, 0.498, 0.027, 0.847);INVALID;;;INVALID;;;;INVALID;;;;;
25740117;1000800380970279100;63758938350155;(0.608, 1.298, 0.426);(-0.186, 0.498, 0.027, 0.847);INVALID;;;INVALID;;;;INVALID;;;;;
25740118;1000800380980277400;63758938350171;(0.608, 1.298, 0.426);(-0.186, 0.498, 0.027, 0.847);INVALID;;;INVALID;;;;INVALID;;;;;
25740119;1000800380990307600;63758938350188;(0.608, 1.298, 0.426);(-0.186, 0.498, 0.027, 0.847);INVALID;;;INVALID;;;;INVALID;;;;;
25740120;1000800381000357000;63758938350188;(0.608, 1.298, 0.426);(-0.186, 0.498, 0.027, 0.847);INVALID;;;INVALID;;;;INVALID;;;;;
25740121;1000800381010286300;63758938350205;(0.608, 1.298, 0.427);(-0.186, 0.498, 0.027, 0.847);INVALID;;;INVALID;;;;INVALID;;;;;
25740122;1000800381020292000;63758938350205;(0.608, 1.298, 0.427);(-0.186, 0.498, 0.027, 0.847);INVALID;;;INVALID;;;;INVALID;;;;;
25740123;1000800381030414400;63758938350221;(0.608, 1.298, 0.427);(-0.186, 0.498, 0.026, 0.847);INVALID;;;INVALID;;;;INVALID;;;;;
25740124;1000800381040413200;63758938350238;(0.608, 1.298, 0.427);(-0.186, 0.498, 0.026, 0.847);INVALID;;;INVALID;;;;INVALID;;;;;
25740125;1000800381050412200;63758938350238;(0.608, 1.298, 0.427);(-0.186, 0.498, 0.026, 0.847);INVALID;;;INVALID;;;;INVALID;;;;;
25740126;1000800381060411200;63758938350255;(0.609, 1.298, 0.427);(-0.186, 0.498, 0.026, 0.847);INVALID;;;INVALID;;;;INVALID;;;;;
25740127;1000800381070413300;63758938350255;(0.609, 1.298, 0.427);(-0.186, 0.498, 0.026, 0.847);INVALID;;;INVALID;;;;INVALID;;;;;
25740128;1000800381080399800;63758938350270;(0.609, 1.298, 0.427);(-0.186, 0.498, 0.027, 0.847);INVALID;;;INVALID;;;;INVALID;;;;;
25740129;1000800381090541000;63758938350288;(0.609, 1.298, 0.427);(-0.186, 0.498, 0.027, 0.847);INVALID;;;INVALID;;;;INVALID;;;;;
25740130;1000800381100525600;63758938350288;(0.609, 1.298, 0.427);(-0.186, 0.498, 0.027, 0.847);INVALID;;;INVALID;;;;INVALID;;;;;
25740131;1000800381110534900;63758938350304;(0.608, 1.298, 0.427);(-0.185, 0.497, 0.027, 0.847);INVALID;;;INVALID;;;;INVALID;;;;;
25740132;1000800381120671100;63758938350321;(0.608, 1.298, 0.427);(-0.185, 0.497, 0.027, 0.847);INVALID;;;INVALID;;;;INVALID;;;;;
25740133;1000800381130537100;63758938350321;(0.608, 1.298, 0.427);(-0.185, 0.497, 0.027, 0.847);INVALID;;;INVALID;;;;INVALID;;;;;
25740134;1000800381140565200;63758938350338;(0.608, 1.298, 0.427);(-0.185, 0.497, 0.027, 0.847);INVALID;;;INVALID;;;;INVALID;;;;;
25740135;1000800381150536400;63758938350338;(0.608, 1.298, 0.427);(-0.185, 0.497, 0.027, 0.847);INVALID;;;INVALID;;;;INVALID;;;;;
25740136;1000800381160698200;63758938350355;(0.608, 1.298, 0.427);(-0.185, 0.497, 0.027, 0.847);INVALID;;;INVALID;;;;INVALID;;;;;
25740137;1000800381170660200;63758938350371;(0.608, 1.298, 0.427);(-0.185, 0.496, 0.027, 0.848);INVALID;;;INVALID;;;;INVALID;;;;;
25740139;1000800381190656200;63758938350388;(0.608, 1.298, 0.427);(-0.185, 0.496, 0.027, 0.848);INVALID;;;INVALID;;;;INVALID;;;;;
25740140;1000800381200662100;63758938350388;(0.608, 1.298, 0.427);(-0.185, 0.496, 0.027, 0.848);INVALID;;;INVALID;;;;INVALID;;;;;
25740141;1000800381210655600;63758938350405;(0.608, 1.298, 0.427);(-0.186, 0.496, 0.027, 0.848);INVALID;;;INVALID;;;;INVALID;;;;;
