Frame;CaptureTime;LogTime;HMDPosition;HMDRotation;GazeStatus;CombinedGazeForward;CombinedGazePosition;LeftEyeStatus;LeftEyeForward;LeftEyePosition;LeftEyePupilSize;RightEyeStatus;RightEyeForward;RightEyePosition;RightEyePupilSize;FocusDistance;FocusStability
25385747;1000796830257261200;63758934799709;(0.383, 1.235, 0.250);(0.004, 0.546, -0.041, 0.837);VALID;(0.016, -0.014, 1.000);(0.000, 0.000, 0.000);VALID;(0.038, -0.006, 0.999);(-0.032, 0.000, 0.000);0.1972059;VALID;(-0.006, -0.021, 1.000);(0.032, 0.000, 0.000);0.2006265;2;0
25385748;1000796830267266700;63758934799709;(0.383, 1.235, 0.250);(0.004, 0.546, -0.041, 0.837);VALID;(0.011, -0.014, 1.000);(0.000, 0.000, 0.000);VALID;(0.033, -0.009, 0.999);(-0.032, 0.000, 0.000);0.1982583;VALID;(-0.011, -0.020, 1.000);(0.032, 0.000, 0.000);0.1984541;2;0
25385749;1000796830277248700;63758934799709;(0.383, 1.235, 0.250);(0.004, 0.546, -0.041, 0.837);VALID;(-0.006, -0.016, 1.000);(0.000, 0.000, 0.000);VALID;(0.007, -0.019, 1.000);(-0.032, 0.000, 0.000);0.1942484;VALID;(-0.021, -0.019, 1.000);(0.032, 0.000, 0.000);0.1986213;2;0
25385750;1000796830287266900;63758934799709;(0.383, 1.235, 0.250);(0.004, 0.546, -0.041, 0.837);VALID;(-0.018, -0.019, 1.000);(0.000, 0.000, 0.000);VALID;(-0.011, -0.028, 1.000);(-0.032, 0.000, 0.000);0.1941943;VALID;(-0.028, -0.019, 0.999);(0.032, 0.000, 0.000);0.1987772;2;0
25385751;1000796830297391900;63758934799709;(0.383, 1.235, 0.250);(0.004, 0.546, -0.041, 0.837);VALID;(-0.002, -0.023, 1.000);(0.000, 0.000, 0.000);VALID;(0.009, -0.029, 1.000);(-0.032, 0.000, 0.000);0.1964346;VALID;(-0.014, -0.020, 1.000);(0.032, 0.000, 0.000);0.1893792;2;0
25385752;1000796830307402200;63758934799709;(0.383, 1.235, 0.250);(0.004, 0.546, -0.041, 0.837);VALID;(0.005, -0.025, 1.000);(0.000, 0.000, 0.000);VALID;(0.018, -0.029, 0.999);(-0.032, 0.000, 0.000);0.2026033;VALID;(-0.010, -0.023, 1.000);(0.032, 0.000, 0.000);0.1978195;2;0
25385753;1000796830317399700;63758934799709;(0.383, 1.235, 0.250);(0.004, 0.546, -0.041, 0.837);VALID;(0.012, -0.026, 1.000);(0.000, 0.000, 0.000);VALID;(0.032, -0.028, 0.999);(-0.032, 0.000, 0.000);0.2027038;VALID;(-0.006, -0.025, 1.000);(0.032, 0.000, 0.000);0.1978651;2;0
25385754;1000796830327374700;63758934799709;(0.383, 1.235, 0.250);(0.004, 0.546, -0.041, 0.837);VALID;(0.023, -0.027, 0.999);(0.000, 0.000, 0.000);VALID;(0.050, -0.027, 0.998);(-0.032, 0.000, 0.000);0.2025468;VALID;(-0.001, -0.027, 1.000);(0.032, 0.000, 0.000);0.1979727;2;0
25385755;1000796830337389600;63758934799710;(0.383, 1.235, 0.250);(0.004, 0.546, -0.041, 0.837);VALID;(0.035, -0.027, 0.999);(0.000, 0.000, 0.000);VALID;(0.068, -0.027, 0.997);(-0.032, 0.000, 0.000);0.2022206;VALID;(0.005, -0.028, 1.000);(0.032, 0.000, 0.000);0.1979773;1.011998;0
25385756;1000796830347395500;63758934799710;(0.383, 1.235, 0.250);(0.004, 0.546, -0.041, 0.837);VALID;(0.045, -0.028, 0.999);(0.000, 0.000, 0.000);VALID;(0.083, -0.027, 0.996);(-0.032, 0.000, 0.000);0.2030953;VALID;(0.011, -0.029, 1.000);(0.032, 0.000, 0.000);0.1977395;0.875364;0
25385757;1000796830357513700;63758934799710;(0.383, 1.235, 0.250);(0.004, 0.546, -0.041, 0.837);VALID;(0.046, -0.032, 0.998);(0.000, 0.000, 0.000);VALID;(0.092, -0.027, 0.995);(-0.032, 0.000, 0.000);0.2031641;VALID;(0.007, -0.037, 0.999);(0.032, 0.000, 0.000);0.2013434;0.7383802;0
25385758;1000796830367521900;63758934799710;(0.383, 1.235, 0.250);(0.004, 0.546, -0.041, 0.837);VALID;(0.048, -0.035, 0.998);(0.000, 0.000, 0.000);VALID;(0.097, -0.028, 0.995);(-0.032, 0.000, 0.000);0.2031697;VALID;(0.006, -0.043, 0.999);(0.032, 0.000, 0.000);0.2001831;0.6786146;0
25385759;1000796830377504700;63758934799710;(0.383, 1.235, 0.250);(0.004, 0.546, -0.041, 0.837);VALID;(0.049, -0.037, 0.998);(0.000, 0.000, 0.000);VALID;(0.099, -0.028, 0.995);(-0.032, 0.000, 0.000);0.2029474;VALID;(0.006, -0.047, 0.999);(0.032, 0.000, 0.000);0.2000148;0.6538951;0
25385760;1000796830387523500;63758934799710;(0.383, 1.235, 0.250);(0.004, 0.546, -0.041, 0.837);VALID;(0.050, -0.040, 0.998);(0.000, 0.000, 0.000);VALID;(0.102, -0.029, 0.994);(-0.032, 0.000, 0.000);0.2031791;VALID;(0.005, -0.050, 0.999);(0.032, 0.000, 0.000);0.1990324;0.6278453;0
25385761;1000796830397519100;63758934799710;(0.383, 1.235, 0.250);(0.004, 0.546, -0.041, 0.837);VALID;(0.046, -0.043, 0.998);(0.000, 0.000, 0.000);VALID;(0.093, -0.033, 0.995);(-0.032, 0.000, 0.000);0.2008;VALID;(0.005, -0.051, 0.999);(0.032, 0.000, 0.000);0.1975029;0.6928609;0
25385762;1000796830407518600;63758934799710;(0.383, 1.235, 0.250);(0.004, 0.546, -0.041, 0.837);VALID;(0.045, -0.046, 0.998);(0.000, 0.000, 0.000);VALID;(0.089, -0.037, 0.995);(-0.032, 0.000, 0.000);0.2006319;VALID;(0.005, -0.053, 0.999);(0.032, 0.000, 0.000);0.1969395;0.7312755;0
25385763;1000796830417696900;63758934799710;(0.383, 1.235, 0.250);(0.004, 0.546, -0.041, 0.837);VALID;(0.045, -0.041, 0.998);(0.000, 0.000, 0.000);VALID;(0.087, -0.040, 0.995);(-0.032, 0.000, 0.000);0.2008463;VALID;(0.007, -0.048, 0.999);(0.032, 0.000, 0.000);0.2000852;0.7888337;0
25385764;1000796830427630100;63758934799710;(0.383, 1.235, 0.250);(0.004, 0.546, -0.041, 0.837);VALID;(0.044, -0.043, 0.998);(0.000, 0.000, 0.000);VALID;(0.086, -0.042, 0.995);(-0.032, 0.000, 0.000);0.2010481;VALID;(0.005, -0.048, 0.999);(0.032, 0.000, 0.000);0.1958615;0.785312;0
25385765;1000796830437641700;63758934799710;(0.383, 1.235, 0.250);(0.004, 0.546, -0.041, 0.837);VALID;(0.043, -0.044, 0.998);(0.000, 0.000, 0.000);VALID;(0.086, -0.045, 0.995);(-0.032, 0.000, 0.000);0.2011173;VALID;(0.004, -0.049, 0.999);(0.032, 0.000, 0.000);0.1954646;0.7720644;0
25385767;1000796830457649300;63758934799710;(0.383, 1.235, 0.250);(0.004, 0.546, -0.041, 0.837);VALID;(0.042, -0.046, 0.998);(0.000, 0.000, 0.000);VALID;(0.085, -0.047, 0.995);(-0.032, 0.000, 0.000);0.2008013;VALID;(0.002, -0.049, 0.999);(0.032, 0.000, 0.000);0.1952044;0.7595999;0
25385768;1000796830467644700;63758934799710;(0.383, 1.235, 0.250);(0.004, 0.546, -0.041, 0.837);VALID;(0.041, -0.047, 0.998);(0.000, 0.000, 0.000);VALID;(0.085, -0.049, 0.995);(-0.032, 0.000, 0.000);0.2009336;VALID;(0.000, -0.049, 0.999);(0.032, 0.000, 0.000);0.1950248;0.7464213;0
25385769;1000796830477643200;63758934799710;(0.383, 1.235, 0.250);(0.004, 0.546, -0.041, 0.837);VALID;(0.040, -0.048, 0.998);(0.000, 0.000, 0.000);VALID;(0.084, -0.050, 0.995);(-0.032, 0.000, 0.000);0.2007557;VALID;(-0.003, -0.050, 0.999);(0.032, 0.000, 0.000);0.1943529;0.7237645;0
25385770;1000796830487760000;63758934799710;(0.383, 1.235, 0.250);(0.004, 0.546, -0.041, 0.837);VALID;(0.036, -0.050, 0.998);(0.000, 0.000, 0.000);VALID;(0.079, -0.052, 0.996);(-0.032, 0.000, 0.000);0.202043;VALID;(-0.007, -0.050, 0.999);(0.032, 0.000, 0.000);0.1935401;0.7419696;0
25385771;1000796830497765300;63758934799710;(0.383, 1.235, 0.250);(0.004, 0.546, -0.041, 0.837);VALID;(0.033, -0.051, 0.998);(0.000, 0.000, 0.000);VALID;(0.074, -0.054, 0.996);(-0.032, 0.000, 0.000);0.2020217;VALID;(-0.009, -0.051, 0.999);(0.032, 0.000, 0.000);0.1946269;0.7589357;0
25385772;1000796830507772400;63758934799710;(0.383, 1.235, 0.250);(0.004, 0.546, -0.041, 0.837);VALID;(0.030, -0.052, 0.998);(0.000, 0.000, 0.000);VALID;(0.070, -0.055, 0.996);(-0.032, 0.000, 0.000);0.2019228;VALID;(-0.012, -0.051, 0.999);(0.032, 0.000, 0.000);0.1952215;0.7740544;0
25385773;1000796830517783400;63758934799710;(0.383, 1.235, 0.250);(0.004, 0.546, -0.041, 0.837);VALID;(0.024, -0.054, 0.998);(0.000, 0.000, 0.000);VALID;(0.066, -0.055, 0.996);(-0.032, 0.000, 0.000);0.2011825;VALID;(-0.018, -0.053, 0.998);(0.032, 0.000, 0.000);0.1950103;0.7596437;0
25385774;1000796830527763000;63758934799710;(0.383, 1.235, 0.250);(0.004, 0.546, -0.041, 0.837);VALID;(0.020, -0.056, 0.998);(0.000, 0.000, 0.000);VALID;(0.063, -0.056, 0.996);(-0.032, 0.000, 0.000);0.2009268;VALID;(-0.022, -0.055, 0.998);(0.032, 0.000, 0.000);0.1948878;0.7480911;0
25385775;1000796830537754800;63758934799710;(0.383, 1.235, 0.250);(0.004, 0.546, -0.041, 0.837);VALID;(0.017, -0.057, 0.998);(0.000, 0.000, 0.000);VALID;(0.060, -0.056, 0.997);(-0.032, 0.000, 0.000);0.2006896;VALID;(-0.026, -0.057, 0.998);(0.032, 0.000, 0.000);0.1945973;0.7340541;0
25385776;1000796830547906200;63758934799710;(0.383, 1.235, 0.250);(0.004, 0.546, -0.041, 0.837);VALID;(0.015, -0.058, 0.998);(0.000, 0.000, 0.000);VALID;(0.058, -0.057, 0.997);(-0.032, 0.000, 0.000);0.2006797;VALID;(-0.029, -0.058, 0.998);(0.032, 0.000, 0.000);0.1943972;0.7250873;0
25385777;1000796830557902800;63758934799720;(0.384, 1.235, 0.248);(0.004, 0.546, -0.042, 0.837);VALID;(0.013, -0.059, 0.998);(0.000, 0.000, 0.000);VALID;(0.057, -0.058, 0.997);(-0.032, 0.000, 0.000);0.2006517;VALID;(-0.031, -0.059, 0.998);(0.032, 0.000, 0.000);0.1938297;0.7185443;0
25385778;1000796830567884800;63758934799754;(0.386, 1.235, 0.243);(0.005, 0.545, -0.043, 0.837);VALID;(0.011, -0.060, 0.998);(0.000, 0.000, 0.000);VALID;(0.056, -0.059, 0.997);(-0.032, 0.000, 0.000);0.2005912;VALID;(-0.033, -0.060, 0.998);(0.032, 0.000, 0.000);0.193466;0.7138347;0
25385779;1000796830577879900;63758934799754;(0.386, 1.235, 0.243);(0.005, 0.545, -0.043, 0.837);VALID;(0.010, -0.061, 0.998);(0.000, 0.000, 0.000);VALID;(0.054, -0.060, 0.997);(-0.032, 0.000, 0.000);0.2005664;VALID;(-0.035, -0.061, 0.998);(0.032, 0.000, 0.000);0.1931572;0.711161;0
25385780;1000796830587875300;63758934799754;(0.386, 1.235, 0.243);(0.005, 0.545, -0.043, 0.837);VALID;(0.008, -0.062, 0.998);(0.000, 0.000, 0.000);VALID;(0.053, -0.061, 0.997);(-0.032, 0.000, 0.000);0.2002098;VALID;(-0.036, -0.062, 0.997);(0.032, 0.000, 0.000);0.1931015;0.7093472;0
25385781;1000796830597898900;63758934799768;(0.386, 1.235, 0.241);(0.005, 0.545, -0.044, 0.838);VALID;(0.008, -0.063, 0.998);(0.000, 0.000, 0.000);VALID;(0.053, -0.063, 0.997);(-0.032, 0.000, 0.000);0.2002196;VALID;(-0.037, -0.063, 0.997);(0.032, 0.000, 0.000);0.1929805;0.7041324;0
25385782;1000796830608025300;63758934799768;(0.386, 1.235, 0.241);(0.005, 0.545, -0.044, 0.838);VALID;(0.007, -0.064, 0.998);(0.000, 0.000, 0.000);VALID;(0.053, -0.064, 0.997);(-0.032, 0.000, 0.000);0.1999655;VALID;(-0.038, -0.063, 0.997);(0.032, 0.000, 0.000);0.192867;0.6991057;0
25385783;1000796830618059100;63758934799787;(0.387, 1.235, 0.239);(0.006, 0.544, -0.044, 0.838);VALID;(0.006, -0.065, 0.998);(0.000, 0.000, 0.000);VALID;(0.052, -0.065, 0.997);(-0.032, 0.000, 0.000);0.1993947;VALID;(-0.039, -0.064, 0.997);(0.032, 0.000, 0.000);0.1925568;0.6967819;0
25385784;1000796830628022400;63758934799787;(0.387, 1.235, 0.239);(0.006, 0.544, -0.044, 0.838);VALID;(0.002, -0.067, 0.998);(0.000, 0.000, 0.000);VALID;(0.044, -0.068, 0.997);(-0.032, 0.000, 0.000);0.193252;VALID;(-0.039, -0.065, 0.997);(0.032, 0.000, 0.000);0.1921925;0.7636545;0.132167
25385785;1000796830638003200;63758934799805;(0.388, 1.235, 0.237);(0.007, 0.544, -0.045, 0.838);VALID;(-0.001, -0.068, 0.998);(0.000, 0.000, 0.000);VALID;(0.037, -0.071, 0.997);(-0.032, 0.000, 0.000);0.1935134;VALID;(-0.040, -0.066, 0.997);(0.032, 0.000, 0.000);0.1915201;0.824369;0.2054158
25385786;1000796830648023500;63758934799805;(0.388, 1.235, 0.237);(0.007, 0.544, -0.045, 0.838);VALID;(-0.004, -0.070, 0.998);(0.000, 0.000, 0.000);VALID;(0.032, -0.074, 0.997);(-0.032, 0.000, 0.000);0.1940696;VALID;(-0.040, -0.067, 0.997);(0.032, 0.000, 0.000);0.1914942;0.868692;0.2071133
25385787;1000796830658024500;63758934799821;(0.388, 1.235, 0.235);(0.008, 0.543, -0.046, 0.838);VALID;(-0.005, -0.071, 0.997);(0.000, 0.000, 0.000);VALID;(0.030, -0.075, 0.997);(-0.032, 0.000, 0.000);0.194905;VALID;(-0.041, -0.067, 0.997);(0.032, 0.000, 0.000);0.1913493;0.8871407;0.2012587
25385788;1000796830668015500;63758934799837;(0.389, 1.235, 0.232);(0.009, 0.542, -0.046, 0.839);VALID;(-0.006, -0.072, 0.997);(0.000, 0.000, 0.000);VALID;(0.028, -0.077, 0.997);(-0.032, 0.000, 0.000);0.1948612;VALID;(-0.042, -0.068, 0.997);(0.032, 0.000, 0.000);0.1910126;0.8956726;0.2015372
25385789;1000796830678133800;63758934799837;(0.389, 1.235, 0.232);(0.009, 0.542, -0.046, 0.839);VALID;(-0.007, -0.073, 0.997);(0.000, 0.000, 0.000);VALID;(0.027, -0.078, 0.997);(-0.032, 0.000, 0.000);0.1949225;VALID;(-0.042, -0.068, 0.997);(0.032, 0.000, 0.000);0.1909749;0.8977422;0.4759561
25385790;1000796830688128500;63758934799854;(0.389, 1.235, 0.230);(0.009, 0.541, -0.046, 0.839);VALID;(-0.008, -0.074, 0.997);(0.000, 0.000, 0.000);VALID;(0.027, -0.079, 0.997);(-0.032, 0.000, 0.000);0.1941368;VALID;(-0.043, -0.069, 0.997);(0.032, 0.000, 0.000);0.19093;0.8990798;0.4925202
25385791;1000796830698156400;63758934799870;(0.390, 1.235, 0.228);(0.010, 0.541, -0.045, 0.840);VALID;(-0.010, -0.073, 0.997);(0.000, 0.000, 0.000);VALID;(0.026, -0.079, 0.997);(-0.032, 0.000, 0.000);0.1929614;VALID;(-0.046, -0.067, 0.997);(0.032, 0.000, 0.000);0.1908069;0.8596131;0.3046909
25385792;1000796830708236700;63758934799870;(0.390, 1.235, 0.228);(0.010, 0.541, -0.045, 0.840);VALID;(-0.012, -0.072, 0.997);(0.000, 0.000, 0.000);VALID;(0.025, -0.078, 0.997);(-0.032, 0.000, 0.000);0.1917618;VALID;(-0.049, -0.067, 0.997);(0.032, 0.000, 0.000);0.1905172;0.8307913;0.4732793
25385793;1000796830718148300;63758934799887;(0.390, 1.235, 0.226);(0.009, 0.540, -0.044, 0.840);VALID;(-0.015, -0.071, 0.997);(0.000, 0.000, 0.000);VALID;(0.023, -0.077, 0.997);(-0.032, 0.000, 0.000);0.1972027;VALID;(-0.052, -0.066, 0.996);(0.032, 0.000, 0.000);0.1902847;0.8292429;0.4047392
25385794;1000796830728165400;63758934799887;(0.390, 1.235, 0.226);(0.009, 0.540, -0.044, 0.840);VALID;(-0.017, -0.071, 0.997);(0.000, 0.000, 0.000);VALID;(0.021, -0.077, 0.997);(-0.032, 0.000, 0.000);0.1972151;VALID;(-0.054, -0.065, 0.996);(0.032, 0.000, 0.000);0.1900481;0.8252176;0.4056791
25385795;1000796830738337800;63758934799921;(0.389, 1.236, 0.221);(0.008, 0.538, -0.043, 0.842);VALID;(-0.019, -0.070, 0.997);(0.000, 0.000, 0.000);VALID;(0.020, -0.076, 0.997);(-0.032, 0.000, 0.000);0.1972833;VALID;(-0.056, -0.065, 0.996);(0.032, 0.000, 0.000);0.1898399;0.8181403;0.4060519
25385796;1000796830748270300;63758934799921;(0.389, 1.236, 0.221);(0.008, 0.538, -0.043, 0.842);INVALID;;;INVALID;;;;INVALID;;;;;
25385797;1000796830758265000;63758934799921;(0.389, 1.236, 0.221);(0.008, 0.538, -0.043, 0.842);VALID;(-0.034, -0.059, 0.998);(0.000, 0.000, 0.000);VALID;(0.005, -0.067, 0.998);(-0.032, 0.000, 0.000);0.1942301;VALID;(-0.072, -0.052, 0.996);(0.032, 0.000, 0.000);0.1884854;0.7952478;0
25385798;1000796830768265000;63758934799936;(0.389, 1.236, 0.219);(0.007, 0.537, -0.043, 0.842);VALID;(-0.032, -0.059, 0.998);(0.000, 0.000, 0.000);VALID;(0.010, -0.065, 0.998);(-0.032, 0.000, 0.000);0.1943511;VALID;(-0.071, -0.052, 0.996);(0.032, 0.000, 0.000);0.1884799;0.7632072;0
25385799;1000796830778255800;63758934799936;(0.389, 1.236, 0.219);(0.007, 0.537, -0.043, 0.842);VALID;(-0.021, -0.069, 0.997);(0.000, 0.000, 0.000);VALID;(0.018, -0.076, 0.997);(-0.032, 0.000, 0.000);0.1943845;VALID;(-0.059, -0.063, 0.996);(0.032, 0.000, 0.000);0.188466;0.8022887;0
25385800;1000796830788264600;63758934799953;(0.388, 1.236, 0.217);(0.006, 0.536, -0.043, 0.843);VALID;(-0.022, -0.068, 0.997);(0.000, 0.000, 0.000);VALID;(0.017, -0.075, 0.997);(-0.032, 0.000, 0.000);0.1944105;VALID;(-0.061, -0.062, 0.996);(0.032, 0.000, 0.000);0.1885056;0.7869201;0
25385801;1000796830798400000;63758934799970;(0.388, 1.236, 0.215);(0.005, 0.535, -0.042, 0.844);VALID;(-0.023, -0.067, 0.997);(0.000, 0.000, 0.000);VALID;(0.017, -0.074, 0.997);(-0.032, 0.000, 0.000);0.1944303;VALID;(-0.062, -0.060, 0.996);(0.032, 0.000, 0.000);0.1885813;0.7759464;0
25385802;1000796830808394600;63758934799970;(0.388, 1.236, 0.215);(0.005, 0.535, -0.042, 0.844);VALID;(-0.024, -0.066, 0.998);(0.000, 0.000, 0.000);VALID;(0.016, -0.074, 0.997);(-0.032, 0.000, 0.000);0.1944427;VALID;(-0.064, -0.059, 0.996);(0.032, 0.000, 0.000);0.1887791;0.7672746;0
25385803;1000796830818392000;63758934799987;(0.387, 1.237, 0.213);(0.004, 0.534, -0.042, 0.845);VALID;(-0.025, -0.066, 0.998);(0.000, 0.000, 0.000);VALID;(0.016, -0.073, 0.997);(-0.032, 0.000, 0.000);0.194429;VALID;(-0.065, -0.058, 0.996);(0.032, 0.000, 0.000);0.1887439;0.7599319;0
25385804;1000796830828394600;63758934799988;(0.387, 1.237, 0.213);(0.004, 0.534, -0.042, 0.845);VALID;(-0.025, -0.065, 0.998);(0.000, 0.000, 0.000);VALID;(0.016, -0.072, 0.997);(-0.032, 0.000, 0.000);0.1945875;VALID;(-0.065, -0.057, 0.996);(0.032, 0.000, 0.000);0.1885981;0.753014;0
25385805;1000796830838371400;63758934800004;(0.386, 1.237, 0.210);(0.003, 0.533, -0.042, 0.845);VALID;(-0.026, -0.064, 0.998);(0.000, 0.000, 0.000);VALID;(0.016, -0.072, 0.997);(-0.032, 0.000, 0.000);0.1947002;VALID;(-0.066, -0.057, 0.996);(0.032, 0.000, 0.000);0.188445;0.7453471;0
