Frame;CaptureTime;LogTime;HMDPosition;HMDRotation;GazeStatus;CombinedGazeForward;CombinedGazePosition;LeftEyeStatus;LeftEyeForward;LeftEyePosition;LeftEyePupilSize;RightEyeStatus;RightEyeForward;RightEyePosition;RightEyePupilSize;FocusDistance;FocusStability
411596;1000391551160673500;63759449035657;(0.265, 1.212, -1.039);(0.049, 0.198, -0.006, 0.979);VALID;(0.016, 0.144, 0.990);(0.000, 0.000, 0.000);VALID;(0.050, 0.145, 0.988);(-0.032, 0.000, 0.000);0.2008876;VALID;(-0.054, 0.092, 0.994);(0.032, 0.000, 0.000);0.1904809;0.4905083;0
411597;1000391551170663100;63759449035657;(0.265, 1.212, -1.039);(0.049, 0.198, -0.006, 0.979);VALID;(0.039, 0.150, 0.988);(0.000, 0.000, 0.000);VALID;(0.071, 0.151, 0.986);(-0.032, 0.000, 0.000);0.2002542;VALID;(0.053, 0.204, 0.978);(0.032, 0.000, 0.000);0.2053931;0.3619985;0
411598;1000391551180670600;63759449035657;(0.265, 1.212, -1.039);(0.049, 0.198, -0.006, 0.979);VALID;(0.059, 0.158, 0.986);(0.000, 0.000, 0.000);VALID;(0.086, 0.155, 0.984);(-0.032, 0.000, 0.000);0.1997518;VALID;(-0.021, 0.164, 0.986);(0.032, 0.000, 0.000);0.2025104;0.5970842;0
411599;1000391551190781400;63759449035657;(0.265, 1.212, -1.039);(0.049, 0.198, -0.006, 0.979);VALID;(0.068, 0.163, 0.984);(0.000, 0.000, 0.000);VALID;(0.095, 0.157, 0.983);(-0.032, 0.000, 0.000);0.199213;VALID;(0.007, 0.171, 0.985);(0.032, 0.000, 0.000);0.1966853;0.7162408;0
411600;1000391551200784300;63759449035657;(0.265, 1.212, -1.039);(0.049, 0.198, -0.006, 0.979);VALID;(0.075, 0.167, 0.983);(0.000, 0.000, 0.000);VALID;(0.104, 0.160, 0.982);(-0.032, 0.000, 0.000);0.1990519;VALID;(0.027, 0.176, 0.984);(0.032, 0.000, 0.000);0.194997;0.7981976;0
411601;1000391551210783200;63759449035657;(0.265, 1.212, -1.039);(0.049, 0.198, -0.006, 0.979);VALID;(0.079, 0.171, 0.982);(0.000, 0.000, 0.000);VALID;(0.105, 0.163, 0.981);(-0.032, 0.000, 0.000);0.1989149;VALID;(0.037, 0.181, 0.983);(0.032, 0.000, 0.000);0.1941231;0.8895913;0
411602;1000391551220786500;63759449035658;(0.265, 1.212, -1.039);(0.049, 0.198, -0.006, 0.979);VALID;(0.081, 0.173, 0.982);(0.000, 0.000, 0.000);VALID;(0.105, 0.165, 0.981);(-0.032, 0.000, 0.000);0.198915;VALID;(0.045, 0.184, 0.982);(0.032, 0.000, 0.000);0.1936932;0.9772846;0
411603;1000391551230786400;63759449035658;(0.265, 1.212, -1.039);(0.049, 0.198, -0.006, 0.979);VALID;(0.080, 0.175, 0.981);(0.000, 0.000, 0.000);VALID;(0.105, 0.167, 0.980);(-0.032, 0.000, 0.000);0.1987938;VALID;(0.048, 0.185, 0.981);(0.032, 0.000, 0.000);0.1933293;1.023887;0
411604;1000391551240782100;63759449035658;(0.265, 1.212, -1.039);(0.049, 0.198, -0.006, 0.979);VALID;(0.080, 0.176, 0.981);(0.000, 0.000, 0.000);VALID;(0.105, 0.168, 0.980);(-0.032, 0.000, 0.000);0.1985454;VALID;(0.050, 0.187, 0.981);(0.032, 0.000, 0.000);0.1930538;1.046123;0
411605;1000391551250920100;63759449035658;(0.265, 1.212, -1.039);(0.049, 0.198, -0.006, 0.979);VALID;(0.080, 0.176, 0.981);(0.000, 0.000, 0.000);VALID;(0.106, 0.168, 0.980);(-0.032, 0.000, 0.000);0.1984856;VALID;(0.051, 0.188, 0.981);(0.032, 0.000, 0.000);0.1929518;1.050923;0
411606;1000391551260923000;63759449035658;(0.265, 1.212, -1.039);(0.049, 0.198, -0.006, 0.979);VALID;(0.080, 0.177, 0.981);(0.000, 0.000, 0.000);VALID;(0.106, 0.169, 0.980);(-0.032, 0.000, 0.000);0.1985023;VALID;(0.052, 0.188, 0.981);(0.032, 0.000, 0.000);0.192802;1.051643;0
411607;1000391551270903600;63759449035658;(0.265, 1.212, -1.039);(0.049, 0.198, -0.006, 0.979);VALID;(0.080, 0.177, 0.981);(0.000, 0.000, 0.000);VALID;(0.106, 0.169, 0.980);(-0.032, 0.000, 0.000);0.198475;VALID;(0.052, 0.189, 0.981);(0.032, 0.000, 0.000);0.1925453;1.064463;0
411608;1000391551280910700;63759449035658;(0.265, 1.212, -1.039);(0.049, 0.198, -0.006, 0.979);VALID;(0.080, 0.178, 0.981);(0.000, 0.000, 0.000);VALID;(0.105, 0.170, 0.980);(-0.032, 0.000, 0.000);0.1983759;VALID;(0.052, 0.189, 0.981);(0.032, 0.000, 0.000);0.1924668;1.074824;0
411609;1000391551290925600;63759449035658;(0.265, 1.212, -1.039);(0.049, 0.198, -0.006, 0.979);VALID;(0.081, 0.178, 0.981);(0.000, 0.000, 0.000);VALID;(0.105, 0.170, 0.980);(-0.032, 0.000, 0.000);0.1983974;VALID;(0.054, 0.189, 0.980);(0.032, 0.000, 0.000);0.1922589;1.099834;0
411610;1000391551300899500;63759449035658;(0.265, 1.212, -1.039);(0.049, 0.198, -0.006, 0.979);VALID;(0.081, 0.179, 0.981);(0.000, 0.000, 0.000);VALID;(0.105, 0.171, 0.980);(-0.032, 0.000, 0.000);0.1983432;VALID;(0.055, 0.190, 0.980);(0.032, 0.000, 0.000);0.1922063;1.118248;0
411611;1000391551310913100;63759449035658;(0.265, 1.212, -1.039);(0.049, 0.198, -0.006, 0.979);VALID;(0.081, 0.179, 0.980);(0.000, 0.000, 0.000);VALID;(0.105, 0.171, 0.980);(-0.032, 0.000, 0.000);0.1983784;VALID;(0.056, 0.190, 0.980);(0.032, 0.000, 0.000);0.1920861;1.12791;0
411612;1000391551321040100;63759449035658;(0.265, 1.212, -1.039);(0.049, 0.198, -0.006, 0.979);VALID;(0.081, 0.180, 0.980);(0.000, 0.000, 0.000);VALID;(0.105, 0.171, 0.980);(-0.032, 0.000, 0.000);0.1984879;VALID;(0.056, 0.190, 0.980);(0.032, 0.000, 0.000);0.1919056;1.138159;0
411613;1000391551331040400;63759449035658;(0.265, 1.212, -1.039);(0.049, 0.198, -0.006, 0.979);VALID;(0.081, 0.180, 0.980);(0.000, 0.000, 0.000);VALID;(0.105, 0.172, 0.980);(-0.032, 0.000, 0.000);0.1985086;VALID;(0.056, 0.190, 0.980);(0.032, 0.000, 0.000);0.1918267;1.14477;0
411614;1000391551341033900;63759449035658;(0.265, 1.212, -1.039);(0.049, 0.198, -0.006, 0.979);VALID;(0.081, 0.180, 0.980);(0.000, 0.000, 0.000);VALID;(0.105, 0.172, 0.980);(-0.032, 0.000, 0.000);0.1985477;VALID;(0.056, 0.190, 0.980);(0.032, 0.000, 0.000);0.191766;1.150084;0
411615;1000391551351034400;63759449035658;(0.265, 1.212, -1.039);(0.049, 0.198, -0.006, 0.979);VALID;(0.081, 0.180, 0.980);(0.000, 0.000, 0.000);VALID;(0.105, 0.172, 0.980);(-0.032, 0.000, 0.000);0.1984778;VALID;(0.056, 0.190, 0.980);(0.032, 0.000, 0.000);0.1917764;2;0
411616;1000391551361042300;63759449035658;(0.265, 1.212, -1.039);(0.049, 0.198, -0.006, 0.979);VALID;(0.081, 0.180, 0.980);(0.000, 0.000, 0.000);VALID;(0.105, 0.171, 0.980);(-0.032, 0.000, 0.000);0.1982569;VALID;(0.057, 0.191, 0.980);(0.032, 0.000, 0.000);0.1917892;2;0.558754
411617;1000391551371057300;63759449035658;(0.265, 1.212, -1.039);(0.049, 0.198, -0.006, 0.979);VALID;(0.081, 0.180, 0.980);(0.000, 0.000, 0.000);VALID;(0.105, 0.171, 0.980);(-0.032, 0.000, 0.000);0.1980701;VALID;(0.056, 0.191, 0.980);(0.032, 0.000, 0.000);0.1917849;1.147411;0.6567903
411618;1000391551381163000;63759449035658;(0.265, 1.212, -1.039);(0.049, 0.198, -0.006, 0.979);VALID;(0.082, 0.180, 0.980);(0.000, 0.000, 0.000);VALID;(0.106, 0.171, 0.979);(-0.032, 0.000, 0.000);0.1976475;VALID;(0.057, 0.190, 0.980);(0.032, 0.000, 0.000);0.1917769;1.128273;0.7149388
411619;1000391551391163900;63759449035658;(0.265, 1.212, -1.039);(0.049, 0.198, -0.006, 0.979);VALID;(0.083, 0.180, 0.980);(0.000, 0.000, 0.000);VALID;(0.108, 0.171, 0.979);(-0.032, 0.000, 0.000);0.1977126;VALID;(0.057, 0.190, 0.980);(0.032, 0.000, 0.000);0.1917857;1.111267;0.7479055
411620;1000391551401158000;63759449035658;(0.265, 1.212, -1.039);(0.049, 0.198, -0.006, 0.979);VALID;(0.084, 0.180, 0.980);(0.000, 0.000, 0.000);VALID;(0.109, 0.171, 0.979);(-0.032, 0.000, 0.000);0.1978807;VALID;(0.057, 0.190, 0.980);(0.032, 0.000, 0.000);0.1918749;1.095665;0.7651994
411621;1000391551411163600;63759449035658;(0.265, 1.212, -1.039);(0.049, 0.198, -0.006, 0.979);VALID;(0.084, 0.179, 0.980);(0.000, 0.000, 0.000);VALID;(0.110, 0.171, 0.979);(-0.032, 0.000, 0.000);0.1979945;VALID;(0.057, 0.190, 0.980);(0.032, 0.000, 0.000);0.1919011;1.081505;0.7891032
411622;1000391551421163300;63759449035658;(0.265, 1.212, -1.039);(0.049, 0.198, -0.006, 0.979);VALID;(0.085, 0.179, 0.980);(0.000, 0.000, 0.000);VALID;(0.111, 0.171, 0.979);(-0.032, 0.000, 0.000);0.1980624;VALID;(0.057, 0.190, 0.980);(0.032, 0.000, 0.000);0.1919228;1.070757;0.8534991
411623;1000391551431165500;63759449035658;(0.265, 1.212, -1.039);(0.049, 0.198, -0.006, 0.979);VALID;(0.085, 0.179, 0.980);(0.000, 0.000, 0.000);VALID;(0.112, 0.171, 0.979);(-0.032, 0.000, 0.000);0.1981725;VALID;(0.057, 0.190, 0.980);(0.032, 0.000, 0.000);0.1921557;1.061157;0.8621832
411624;1000391551441284900;63759449035658;(0.265, 1.212, -1.039);(0.049, 0.198, -0.006, 0.979);VALID;(0.086, 0.179, 0.980);(0.000, 0.000, 0.000);VALID;(0.112, 0.171, 0.979);(-0.032, 0.000, 0.000);0.1981522;VALID;(0.057, 0.189, 0.980);(0.032, 0.000, 0.000);0.1921798;1.050798;0.8559803
411625;1000391551451294900;63759449035659;(0.265, 1.212, -1.039);(0.049, 0.198, -0.006, 0.979);VALID;(0.086, 0.179, 0.980);(0.000, 0.000, 0.000);VALID;(0.113, 0.171, 0.979);(-0.032, 0.000, 0.000);0.1983463;VALID;(0.057, 0.189, 0.980);(0.032, 0.000, 0.000);0.1922214;1.042111;0.856297
411626;1000391551461292500;63759449035659;(0.265, 1.212, -1.039);(0.049, 0.198, -0.006, 0.979);VALID;(0.086, 0.179, 0.980);(0.000, 0.000, 0.000);VALID;(0.113, 0.171, 0.979);(-0.032, 0.000, 0.000);0.198416;VALID;(0.057, 0.189, 0.980);(0.032, 0.000, 0.000);0.1921923;1.038959;0.8755165
411627;1000391551471365500;63759449035659;(0.265, 1.212, -1.039);(0.049, 0.198, -0.006, 0.979);VALID;(0.087, 0.179, 0.980);(0.000, 0.000, 0.000);VALID;(0.114, 0.171, 0.979);(-0.032, 0.000, 0.000);0.1984547;VALID;(0.058, 0.189, 0.980);(0.032, 0.000, 0.000);0.192191;1.044687;0.8070289
411628;1000391551481296600;63759449035659;(0.265, 1.212, -1.039);(0.049, 0.198, -0.006, 0.979);VALID;(0.087, 0.179, 0.980);(0.000, 0.000, 0.000);VALID;(0.114, 0.171, 0.979);(-0.032, 0.000, 0.000);0.1985601;VALID;(0.058, 0.189, 0.980);(0.032, 0.000, 0.000);0.1922161;1.038455;0.8446413
411629;1000391551491311700;63759449035659;(0.265, 1.212, -1.039);(0.049, 0.198, -0.006, 0.979);VALID;(0.088, 0.179, 0.980);(0.000, 0.000, 0.000);VALID;(0.115, 0.171, 0.979);(-0.032, 0.000, 0.000);0.1987148;VALID;(0.057, 0.189, 0.980);(0.032, 0.000, 0.000);0.1922881;1.01539;0.8325051
411631;1000391551511413300;63759449035659;(0.265, 1.212, -1.039);(0.049, 0.198, -0.006, 0.979);VALID;(0.088, 0.179, 0.980);(0.000, 0.000, 0.000);VALID;(0.116, 0.171, 0.978);(-0.032, 0.000, 0.000);0.198818;VALID;(0.057, 0.190, 0.980);(0.032, 0.000, 0.000);0.1924095;0.9958104;0.7856964
411632;1000391551521406500;63759449035668;(0.265, 1.212, -1.039);(0.049, 0.198, -0.006, 0.979);VALID;(0.089, 0.179, 0.980);(0.000, 0.000, 0.000);VALID;(0.116, 0.171, 0.978);(-0.032, 0.000, 0.000);0.1989307;VALID;(0.058, 0.190, 0.980);(0.032, 0.000, 0.000);0.1928013;0.9923452;0.7801585
411633;1000391551531410400;63759449035684;(0.265, 1.212, -1.039);(0.049, 0.198, -0.006, 0.979);VALID;(0.089, 0.179, 0.980);(0.000, 0.000, 0.000);VALID;(0.117, 0.171, 0.978);(-0.032, 0.000, 0.000);0.1989474;VALID;(0.058, 0.190, 0.980);(0.032, 0.000, 0.000);0.1929194;0.9896183;0.7248026
411634;1000391551541415000;63759449035701;(0.265, 1.212, -1.039);(0.050, 0.198, -0.006, 0.979);VALID;(0.089, 0.180, 0.980);(0.000, 0.000, 0.000);VALID;(0.117, 0.171, 0.978);(-0.032, 0.000, 0.000);0.1990234;VALID;(0.058, 0.191, 0.980);(0.032, 0.000, 0.000);0.1929435;0.9885259;0.6912763
411635;1000391551551423400;63759449035701;(0.265, 1.212, -1.039);(0.050, 0.198, -0.006, 0.979);VALID;(0.089, 0.180, 0.980);(0.000, 0.000, 0.000);VALID;(0.117, 0.171, 0.978);(-0.032, 0.000, 0.000);0.1989537;VALID;(0.058, 0.191, 0.980);(0.032, 0.000, 0.000);0.1929593;0.9865878;0.615946
411636;1000391551561413200;63759449035718;(0.264, 1.212, -1.039);(0.050, 0.197, -0.006, 0.979);VALID;(0.089, 0.180, 0.980);(0.000, 0.000, 0.000);VALID;(0.116, 0.170, 0.978);(-0.032, 0.000, 0.000);0.1989138;VALID;(0.058, 0.191, 0.980);(0.032, 0.000, 0.000);0.19294;0.9888294;0.5819485
411637;1000391551571541800;63759449035718;(0.264, 1.212, -1.039);(0.050, 0.197, -0.006, 0.979);VALID;(0.089, 0.180, 0.980);(0.000, 0.000, 0.000);VALID;(0.116, 0.170, 0.979);(-0.032, 0.000, 0.000);0.1988464;VALID;(0.058, 0.191, 0.980);(0.032, 0.000, 0.000);0.1930083;0.9946106;0.506474
411638;1000391551581579900;63759449035736;(0.264, 1.212, -1.039);(0.050, 0.197, -0.006, 0.979);VALID;(0.089, 0.180, 0.980);(0.000, 0.000, 0.000);VALID;(0.116, 0.170, 0.979);(-0.032, 0.000, 0.000);0.1987077;VALID;(0.059, 0.191, 0.980);(0.032, 0.000, 0.000);0.1929874;1.000154;0.5622992
411639;1000391551591530800;63759449035736;(0.264, 1.212, -1.039);(0.050, 0.197, -0.006, 0.979);VALID;(0.088, 0.180, 0.980);(0.000, 0.000, 0.000);VALID;(0.115, 0.170, 0.979);(-0.032, 0.000, 0.000);0.1985001;VALID;(0.059, 0.191, 0.980);(0.032, 0.000, 0.000);0.192884;1.001619;0.5433187
411640;1000391551601585900;63759449035753;(0.264, 1.212, -1.039);(0.049, 0.197, -0.006, 0.979);VALID;(0.088, 0.180, 0.980);(0.000, 0.000, 0.000);VALID;(0.115, 0.170, 0.979);(-0.032, 0.000, 0.000);0.1980847;VALID;(0.059, 0.191, 0.980);(0.032, 0.000, 0.000);0.1927806;1.00815;0.5153147
411641;1000391551611541400;63759449035768;(0.264, 1.213, -1.039);(0.049, 0.197, -0.006, 0.979);VALID;(0.088, 0.180, 0.980);(0.000, 0.000, 0.000);VALID;(0.114, 0.170, 0.979);(-0.032, 0.000, 0.000);0.1976933;VALID;(0.059, 0.191, 0.980);(0.032, 0.000, 0.000);0.1924989;1.016397;0.4537307
411642;1000391551621524900;63759449035768;(0.264, 1.213, -1.039);(0.049, 0.197, -0.006, 0.979);VALID;(0.088, 0.180, 0.980);(0.000, 0.000, 0.000);VALID;(0.114, 0.170, 0.979);(-0.032, 0.000, 0.000);0.1974105;VALID;(0.059, 0.191, 0.980);(0.032, 0.000, 0.000);0.1923614;1.022619;0.4114194
411643;1000391551631660500;63759449035785;(0.264, 1.213, -1.039);(0.049, 0.197, -0.006, 0.979);VALID;(0.088, 0.180, 0.980);(0.000, 0.000, 0.000);VALID;(0.113, 0.170, 0.979);(-0.032, 0.000, 0.000);0.1970819;VALID;(0.060, 0.192, 0.980);(0.032, 0.000, 0.000);0.192161;1.032956;0.3968621
411644;1000391551641659900;63759449035785;(0.264, 1.213, -1.039);(0.049, 0.197, -0.006, 0.979);VALID;(0.087, 0.180, 0.980);(0.000, 0.000, 0.000);VALID;(0.113, 0.170, 0.979);(-0.032, 0.000, 0.000);0.1968983;VALID;(0.059, 0.192, 0.980);(0.032, 0.000, 0.000);0.1920804;1.036126;0.3768876
411645;1000391551651666500;63759449035802;(0.264, 1.213, -1.039);(0.048, 0.197, -0.005, 0.979);VALID;(0.087, 0.180, 0.980);(0.000, 0.000, 0.000);VALID;(0.112, 0.169, 0.979);(-0.032, 0.000, 0.000);0.1964958;VALID;(0.059, 0.192, 0.980);(0.032, 0.000, 0.000);0.1920315;1.035094;0.362762
411646;1000391551661815300;63759449035821;(0.264, 1.213, -1.039);(0.048, 0.197, -0.005, 0.979);VALID;(0.087, 0.180, 0.980);(0.000, 0.000, 0.000);VALID;(0.112, 0.169, 0.979);(-0.032, 0.000, 0.000);0.1962407;VALID;(0.059, 0.192, 0.980);(0.032, 0.000, 0.000);0.1915733;1.033556;0.3269044
411647;1000391551671664800;63759449035821;(0.264, 1.213, -1.039);(0.048, 0.197, -0.005, 0.979);VALID;(0.087, 0.180, 0.980);(0.000, 0.000, 0.000);VALID;(0.112, 0.169, 0.979);(-0.032, 0.000, 0.000);0.1960488;VALID;(0.059, 0.192, 0.980);(0.032, 0.000, 0.000);0.1915507;1.028062;0.32467
411648;1000391551681668200;63759449035835;(0.264, 1.213, -1.039);(0.047, 0.198, -0.005, 0.979);VALID;(0.087, 0.180, 0.980);(0.000, 0.000, 0.000);VALID;(0.112, 0.169, 0.979);(-0.032, 0.000, 0.000);0.1959235;VALID;(0.059, 0.192, 0.980);(0.032, 0.000, 0.000);0.1912613;1.026192;0.301504
411649;1000391551691781500;63759449035836;(0.264, 1.213, -1.039);(0.047, 0.198, -0.005, 0.979);VALID;(0.087, 0.180, 0.980);(0.000, 0.000, 0.000);VALID;(0.112, 0.169, 0.979);(-0.032, 0.000, 0.000);0.195722;VALID;(0.060, 0.193, 0.979);(0.032, 0.000, 0.000);0.1907276;1.023134;0.2675489
411650;1000391551701782300;63759449035854;(0.264, 1.213, -1.039);(0.047, 0.198, -0.005, 0.979);VALID;(0.087, 0.180, 0.980);(0.000, 0.000, 0.000);VALID;(0.112, 0.169, 0.979);(-0.032, 0.000, 0.000);0.1955609;VALID;(0.060, 0.193, 0.979);(0.032, 0.000, 0.000);0.1905819;1.020249;0.2918901
411651;1000391551711772200;63759449035870;(0.264, 1.213, -1.039);(0.047, 0.198, -0.005, 0.979);VALID;(0.087, 0.180, 0.980);(0.000, 0.000, 0.000);VALID;(0.112, 0.169, 0.979);(-0.032, 0.000, 0.000);0.195431;VALID;(0.060, 0.193, 0.979);(0.032, 0.000, 0.000);0.1899645;1.0191;0.3057899
411652;1000391551721771700;63759449035870;(0.264, 1.213, -1.039);(0.047, 0.198, -0.005, 0.979);VALID;(0.087, 0.180, 0.980);(0.000, 0.000, 0.000);VALID;(0.112, 0.169, 0.979);(-0.032, 0.000, 0.000);0.1950477;VALID;(0.060, 0.192, 0.979);(0.032, 0.000, 0.000);0.1900402;1.016416;0.3387161
411653;1000391551731790100;63759449035887;(0.264, 1.213, -1.040);(0.047, 0.198, -0.005, 0.979);VALID;(0.088, 0.180, 0.980);(0.000, 0.000, 0.000);VALID;(0.113, 0.169, 0.979);(-0.032, 0.000, 0.000);0.1947344;VALID;(0.060, 0.193, 0.979);(0.032, 0.000, 0.000);0.1897803;1.007929;0.2490864
411654;1000391551741781700;63759449035887;(0.264, 1.213, -1.040);(0.047, 0.198, -0.005, 0.979);VALID;(0.088, 0.180, 0.980);(0.000, 0.000, 0.000);VALID;(0.113, 0.169, 0.979);(-0.032, 0.000, 0.000);0.1946348;VALID;(0.060, 0.193, 0.979);(0.032, 0.000, 0.000);0.1895716;1.006476;0.2136564
411655;1000391551751795500;63759449035903;(0.264, 1.213, -1.040);(0.046, 0.198, -0.005, 0.979);VALID;(0.088, 0.180, 0.980);(0.000, 0.000, 0.000);VALID;(0.114, 0.169, 0.979);(-0.032, 0.000, 0.000);0.1945418;VALID;(0.060, 0.193, 0.979);(0.032, 0.000, 0.000);0.1894908;1.003994;0.2424386
411656;1000391551761926900;63759449035920;(0.264, 1.213, -1.040);(0.046, 0.198, -0.005, 0.979);VALID;(0.088, 0.180, 0.980);(0.000, 0.000, 0.000);VALID;(0.114, 0.169, 0.979);(-0.032, 0.000, 0.000);0.1943893;VALID;(0.060, 0.193, 0.979);(0.032, 0.000, 0.000);0.1894819;1.001351;0.2981024
411657;1000391551771930400;63759449035920;(0.264, 1.213, -1.040);(0.046, 0.198, -0.005, 0.979);VALID;(0.088, 0.180, 0.980);(0.000, 0.000, 0.000);VALID;(0.114, 0.168, 0.979);(-0.032, 0.000, 0.000);0.194303;VALID;(0.060, 0.192, 0.980);(0.032, 0.000, 0.000);0.1891316;1.000087;0.3067947
411658;1000391551781913900;63759449035937;(0.264, 1.213, -1.040);(0.046, 0.198, -0.005, 0.979);VALID;(0.088, 0.179, 0.980);(0.000, 0.000, 0.000);VALID;(0.114, 0.168, 0.979);(-0.032, 0.000, 0.000);0.194182;VALID;(0.059, 0.192, 0.980);(0.032, 0.000, 0.000);0.1891353;0.9841578;0.2631019
411659;1000391551791905100;63759449035937;(0.264, 1.213, -1.040);(0.046, 0.198, -0.005, 0.979);VALID;(0.087, 0.179, 0.980);(0.000, 0.000, 0.000);VALID;(0.114, 0.168, 0.979);(-0.032, 0.000, 0.000);0.1967902;VALID;(0.057, 0.192, 0.980);(0.032, 0.000, 0.000);0.1919601;0.965692;0.269502
411660;1000391551801905400;63759449035954;(0.264, 1.213, -1.040);(0.046, 0.198, -0.005, 0.979);VALID;(0.087, 0.179, 0.980);(0.000, 0.000, 0.000);VALID;(0.114, 0.168, 0.979);(-0.032, 0.000, 0.000);0.1960735;VALID;(0.056, 0.192, 0.980);(0.032, 0.000, 0.000);0.1907936;0.9469025;0.3113846
411661;1000391551811909400;63759449035970;(0.264, 1.214, -1.041);(0.045, 0.198, -0.005, 0.979);VALID;(0.087, 0.179, 0.980);(0.000, 0.000, 0.000);VALID;(0.114, 0.168, 0.979);(-0.032, 0.000, 0.000);0.1953188;VALID;(0.054, 0.192, 0.980);(0.032, 0.000, 0.000);0.1903181;0.9301878;0.3313791
411662;1000391551822022400;63759449035970;(0.264, 1.214, -1.041);(0.045, 0.198, -0.005, 0.979);VALID;(0.086, 0.179, 0.980);(0.000, 0.000, 0.000);VALID;(0.114, 0.168, 0.979);(-0.032, 0.000, 0.000);0.1950393;VALID;(0.053, 0.192, 0.980);(0.032, 0.000, 0.000);0.1903493;0.9086696;0.3117233
411663;1000391551832042700;63759449035987;(0.264, 1.214, -1.041);(0.045, 0.198, -0.005, 0.979);VALID;(0.086, 0.179, 0.980);(0.000, 0.000, 0.000);VALID;(0.114, 0.168, 0.979);(-0.032, 0.000, 0.000);0.1948212;VALID;(0.051, 0.192, 0.980);(0.032, 0.000, 0.000);0.1901802;0.8897213;0.2948235
411664;1000391551842033700;63759449035987;(0.264, 1.214, -1.041);(0.045, 0.198, -0.005, 0.979);VALID;(0.086, 0.179, 0.980);(0.000, 0.000, 0.000);VALID;(0.115, 0.168, 0.979);(-0.032, 0.000, 0.000);0.1946132;VALID;(0.050, 0.192, 0.980);(0.032, 0.000, 0.000);0.1896639;0.8690634;0.2646748
411665;1000391551852118600;63759449036004;(0.264, 1.214, -1.041);(0.044, 0.198, -0.005, 0.979);VALID;(0.086, 0.179, 0.980);(0.000, 0.000, 0.000);VALID;(0.116, 0.168, 0.979);(-0.032, 0.000, 0.000);0.1945519;VALID;(0.049, 0.192, 0.980);(0.032, 0.000, 0.000);0.1894128;0.8559966;0.26799
